gamePk,date,gameDate,season,gameType,status,statusCode,home_team_id,home_team_name,home_score,home_wins,home_losses,home_pct,home_is_winner,away_team_id,away_team_name,away_score,away_wins,away_losses,away_pct,away_is_winner,venue_id,venue_name,doubleHeader,gameNumber,dayNight,description,scheduledInnings,seriesGameNumber,gamesInSeries,attendance,attendance_high_for_date,attendance_low_for_date,is_doubleheader_date,home_jersey,home_pants,home_cap,home_jersey_code,away_jersey,away_pants,away_cap,away_jersey_code
778048,2025-05-04,2025-05-04T20:05:00Z,2025,R,Final,F,137,San Francisco Giants,9.0,22,13,.629,True,115,Colorado Rockies,3.0,6,28,.176,False,2395,Oracle Park,N,1,day,,9,4,4,41087.0,41087.0,41087.0,False,Giants Home Cream Jersey,Giants Home Cream Pants,Giants Primary All Black Hat,137_jersey_1_2025,Rockies Alt Purple Jersey,Rockies Away Grey Pants,Rockies Primary Black Hat,115_jersey_3_2025
778058,2025-05-04,2025-05-04T20:10:00Z,2025,R,Final,F,113,Cincinnati Reds,1.0,18,17,.514,False,120,Washington Nationals,4.0,16,19,.457,True,2602,Great American Ball Park,N,1,day,,9,3,3,23494.0,23494.0,23494.0,False,Reds Home White Jersey,Reds Home White Pants,"Reds Primary All Red ""C"" Hat",113_jersey_1_2025,Nationals Alt Blue Jersey,Nationals Road Grey Pants,"Nationals Alt Blue Top, Red Bill ""W"" Hat",120_jersey_4_2025
778060,2025-05-04,2025-05-04T23:10:00Z,2025,R,Final,F,144,Atlanta Braves,4.0,15,18,.455,True,119,Los Angeles Dodgers,3.0,23,11,.676,False,4705,Truist Park,N,1,night,,9,3,3,39649.0,39649.0,39649.0,False,Braves Home White Jersey,Braves Home White Pants,Braves Primary Red Bill Hat,144_jersey_1_2025,"Dodgers Road Grey ""Los Angeles"" Jersey",Dodgers Road Grey Pants,Dodgers Primary Blue Hat,119_jersey_2_2025
778043,2025-05-05,2025-05-05T23:40:00Z,2025,R,Final,F,118,Kansas City Royals,3.0,20,16,.556,True,145,Chicago White Sox,0.0,10,25,.286,False,7,Kauffman Stadium,N,1,night,,9,1,4,12529.0,12529.0,12529.0,False,Royals Home White Jersey,Royals Home White Pants,Royals Primary Blue Hat,118_jersey_1_2025,White Sox Alt Black Jersey,White Sox Away Grey Pants,White Sox Primary Black Hat,145_jersey_3_2025
778047,2025-05-05,2025-05-05T22:40:00Z,2025,R,Final,F,146,Miami Marlins,4.0,13,21,.382,False,119,Los Angeles Dodgers,7.0,24,11,.686,True,4169,loanDepot park,N,1,night,,9,1,3,15395.0,15395.0,15395.0,False,Marlins Home White Jersey,Marlins Home White Pants,Marlins Primary Black Hat,146_jersey_1_2025,"Dodgers Road Grey ""Los Angeles"" Jersey",Dodgers Road Grey Pants,Dodgers Primary Blue Hat,119_jersey_2_2025
778045,2025-05-05,2025-05-05T23:05:00Z,2025,R,Final,F,147,New York Yankees,3.0,19,16,.543,False,135,San Diego Padres,4.0,23,11,.676,True,3313,Yankee Stadium,N,1,night,,9,1,3,38128.0,38128.0,38128.0,False,Yankees Home Pinstripe Jersey,Yankees Home Pinstripe Pants,Yankees Primary Navy Hat,147_jersey_1_2025,Padres Alt Brown Pinstripe Jersey,Padres Alt Brown Pinstripe Pants,Padres Primary All Brown Hat,135_jersey_3_2025
778049,2025-05-05,2025-05-05T23:15:00Z,2025,R,Final,F,144,Atlanta Braves,4.0,16,18,.471,True,113,Cincinnati Reds,0.0,18,18,.500,False,4705,Truist Park,N,1,night,,9,1,4,30175.0,30175.0,30175.0,False,Braves Home White Jersey,Braves Home White Pants,Braves Primary Red Bill Hat,144_jersey_1_2025,Reds Away Grey Jersey,Reds Away Grey Pants,"Reds Alt Red Top, Black Bill ""C"" Hat",113_jersey_2_2025
778044,2025-05-05,2025-05-05T23:40:00Z,2025,R,Final,F,112,Chicago Cubs,9.0,22,14,.611,True,137,San Francisco Giants,2.0,22,14,.611,False,17,Wrigley Field,N,1,night,,9,1,3,36834.0,36834.0,36834.0,False,Cubs Home Pinstripe Jersey,Cubs Home Pinstripe Pants,Cubs Primary Blue Hat,112_jersey_1_2025,Giants Away Grey Jersey,Giants Away Grey Pants,Giants Primary All Black Hat,137_jersey_2_2025
778042,2025-05-05,2025-05-05T23:40:00Z,2025,R,Final,F,158,Milwaukee Brewers,5.0,18,18,.500,True,117,Houston Astros,1.0,17,17,.500,False,32,American Family Field,N,1,night,,9,1,3,20306.0,20306.0,20306.0,False,Brewers Home Cream Jersey,Brewers Home Cream Pants,Brewers Primary All Navy Hat,158_jersey_1_2025,Astros Road Grey Jersey,Astros Road Grey Pants,Astros Primary All Blue Hat,117_jersey_2_2025
778039,2025-05-05,2025-05-06T01:40:00Z,2025,R,Final,F,109,Arizona Diamondbacks,4.0,18,17,.514,False,121,New York Mets,5.0,23,13,.639,True,15,Chase Field,N,1,night,,9,1,3,22674.0,22674.0,22674.0,False,Diamondbacks Alt Black Jersey,Diamondbacks Home Cream Pants,"Diamondbacks Alt All Black ""A"" Hat",109_jersey_3_2025,Mets Away Grey Jersey,Mets Away Grey Pants Blue/Orange Stripes,Mets Primary Blue Hat,121_jersey_2_2025
778038,2025-05-05,2025-05-06T02:05:00Z,2025,R,Final,F,133,Athletics,7.0,20,16,.556,True,136,Seattle Mariners,6.0,20,14,.588,False,2529,Sutter Health Park,N,1,night,,9,1,3,10257.0,10257.0,10257.0,False,Athletics Home White Jersey,Athletics Home White Pants,Athletics Primary Green Top Yellow Bill Hat,133_jersey_1_2025,Mariners Away Navy Jersey,Mariners Away Grey Pants,"Mariners Alt Navy Top, Teal Bill Hat",136_jersey_2_2025
778036,2025-05-05,2025-05-05T23:45:00Z,2025,R,Final,F,138,St. Louis Cardinals,6.0,17,19,.472,True,134,Pittsburgh Pirates,3.0,12,24,.333,False,2889,Busch Stadium,N,1,night,,9,1,3,22369.0,22369.0,22369.0,False,Cardinals Home White Jersey,Cardinals Home White Pants,Cardinals Primary Red Hat,138_jersey_1_2025,"Pirates Alt Black ""Pittsburgh"" Jersey",Pirates Road Grey Pants,"Pirates Alt Hat Black Outline ""P""",134_jersey_4_2025
778035,2025-05-06,2025-05-06T22:40:00Z,2025,R,Final,F,146,Miami Marlins,5.0,14,21,.400,True,119,Los Angeles Dodgers,4.0,24,12,.667,False,4169,loanDepot park,N,1,night,,9,2,3,17312.0,17312.0,17312.0,False,Marlins Home White Jersey,Marlins Home White Pants,Marlins Primary Black Hat,146_jersey_1_2025,"Dodgers Road Grey ""Los Angeles"" Jersey",Dodgers Road Grey Pants,Dodgers Primary Blue Hat,119_jersey_2_2025
778037,2025-05-06,2025-05-06T22:45:00Z,2025,R,Final,F,111,Boston Red Sox,1.0,18,19,.486,False,140,Texas Rangers,6.0,18,18,.500,True,3,Fenway Park,N,1,night,,9,1,3,29858.0,29858.0,29858.0,False,"Red Sox Home White Jersey (""Red Sox"")",Red Sox Home White Pants,"Red Sox Primary Blue ""B"" Hat",111_jersey_1_2025,Rangers Alt Blue Jersey,Rangers Away Grey Pants,Rangers Primary All Blue Hat,140_jersey_4_2025
778025,2025-05-06,2025-05-07T01:38:00Z,2025,R,Final,F,108,Los Angeles Angels,8.0,14,20,.412,True,141,Toronto Blue Jays,3.0,16,19,.457,False,1,Angel Stadium,N,1,night,,9,1,3,25867.0,25867.0,25867.0,False,Angels Home White Jersey,Angels Home White Pants,"Angels Primary Red ""A"" Hat",108_jersey_1_2025,Blue Jays Alt All Blue Jersey,Blue Jays Away Grey Pants,Blue Jays Primary All Blue Hat,141_jersey_3_2025
778028,2025-05-06,2025-05-06T23:40:00Z,2025,R,Final,F,142,Minnesota Twins,9.0,16,20,.444,True,110,Baltimore Orioles,1.0,13,21,.382,False,3312,Target Field,N,1,night,,9,1,3,19779.0,19779.0,19779.0,False,Twins Home White Jersey,Twins Home White Pants,"Twins Primary Navy ""TC"" Hat",142_jersey_1_2025,Orioles Away Grey Jersey,Orioles Away Grey Pants,"Orioles Alt Black Front Orange Bill ""O's"" Hat",110_jersey_2_2025
778040,2025-05-06,2025-05-06T23:05:00Z,2025,R,Final,F,139,Tampa Bay Rays,4.0,16,19,.457,False,143,Philadelphia Phillies,8.0,20,15,.571,True,2523,George M. Steinbrenner Field,N,1,night,,9,1,3,10046.0,10046.0,10046.0,False,"Rays Home White Jersey (""Rays"")",Rays Home White Pants,"Rays Primary Navy Hat (""TB"")",139_jersey_1_2025,Phillies Away Grey Jersey,Phillies Away Grey Pants,Phillies Primary Red Hat,143_jersey_2_2025
778026,2025-05-06,2025-05-06T19:35:00Z,2025,R,Final,F,120,Washington Nationals,10.0,17,19,.472,True,114,Cleveland Guardians,9.0,20,15,.571,False,3309,Nationals Park,Y,1,day,,9,1,3,21948.0,21948.0,21948.0,True,Nationals Home White Jersey,Nationals Home White Pants,"Nationals Primary Red ""W"" Hat",120_jersey_1_2025,Guardians Alt Blue Jersey,Guardians Away Grey Pants,"Guardians Blue Top, Red Bill ""C"" Hat",114_jersey_4_2025
778041,2025-05-06,2025-05-06T23:05:00Z,2025,R,Final,F,147,New York Yankees,12.0,20,16,.556,True,135,San Diego Padres,3.0,23,12,.657,False,3313,Yankee Stadium,N,1,night,,9,2,3,38090.0,38090.0,38090.0,False,Yankees Home Pinstripe Jersey,Yankees Home Pinstripe Pants,Yankees Primary Navy Hat,147_jersey_1_2025,Padres Away Brown Jersey,Padres Away Brown Pants,Padres Primary All Brown Hat,135_jersey_2_2025
778031,2025-05-06,2025-05-06T23:40:00Z,2025,R,Final,F,158,Milwaukee Brewers,4.0,19,18,.514,True,117,Houston Astros,3.0,17,18,.486,False,32,American Family Field,N,1,night,,9,2,3,21075.0,21075.0,21075.0,False,Brewers Home Cream Jersey,Brewers Home Cream Pants,Brewers Primary All Navy Hat,158_jersey_1_2025,Astros Road Grey Jersey,Astros Road Grey Pants,Astros Primary All Blue Hat,117_jersey_2_2025
778027,2025-05-06,2025-05-06T23:40:00Z,2025,R,Final,F,112,Chicago Cubs,5.0,22,15,.595,False,137,San Francisco Giants,14.0,23,14,.622,True,17,Wrigley Field,N,1,night,,9,2,3,37303.0,37303.0,37303.0,False,Cubs Home Pinstripe Jersey,Cubs Home Pinstripe Pants,Cubs Primary Blue Hat,112_jersey_1_2025,Giants Away Grey Jersey,Giants Away Grey Pants,Giants Primary All Black Hat,137_jersey_2_2025
778046,2025-05-06,2025-05-06T19:40:00Z,2025,R,Final,F,120,Washington Nationals,1.0,17,20,.459,False,114,Cleveland Guardians,9.0,21,15,.583,True,3309,Nationals Park,Y,2,day,Makeup of 5/5 PPD,9,2,3,21948.0,21948.0,21948.0,True,Nationals Alt Blue Jersey,Nationals Home White Pants,"Nationals Alt Blue Top, Red Bill ""W"" Hat",120_jersey_4_2025,Guardians Away Grey Jersey,Guardians Away Grey Pants,"Guardians Blue Top, Red Bill ""C"" Hat",114_jersey_2_2025
778033,2025-05-06,2025-05-06T23:40:00Z,2025,R,Final,F,118,Kansas City Royals,4.0,21,16,.568,True,145,Chicago White Sox,3.0,10,26,.278,False,7,Kauffman Stadium,N,1,night,,9,2,4,15968.0,15968.0,15968.0,False,Royals Home White Jersey,Royals Home White Pants,Royals Primary Blue Hat,118_jersey_1_2025,White Sox Away Grey Jersey,White Sox Away Grey Pants,White Sox Primary Black Hat,145_jersey_2_2025
778030,2025-05-06,2025-05-06T23:45:00Z,2025,R,Final,F,138,St. Louis Cardinals,2.0,18,19,.486,True,134,Pittsburgh Pirates,1.0,12,25,.324,False,2889,Busch Stadium,N,1,night,,9,2,3,25307.0,25307.0,25307.0,False,Cardinals Home White Jersey,Cardinals Home White Pants,Cardinals Primary Red Hat,138_jersey_1_2025,"Pirates Alt Black ""Pittsburgh"" Jersey",Pirates Road Grey Pants,Pirates Primary Black Hat,134_jersey_4_2025
778032,2025-05-06,2025-05-07T01:40:00Z,2025,R,Final,F,109,Arizona Diamondbacks,5.0,19,17,.528,True,121,New York Mets,1.0,23,14,.622,False,15,Chase Field,N,1,night,,9,2,3,24353.0,24353.0,24353.0,False,Diamondbacks Home Cream Jersey,Diamondbacks Home Cream Pants,"Diamondbacks Red Top Black Bill ""A"" Hat",109_jersey_1_2025,Mets Away Grey Jersey,Mets Away Grey Pants Blue/Orange Stripes,Mets Primary Blue Hat,121_jersey_2_2025
778024,2025-05-06,2025-05-07T02:05:00Z,2025,R,Final,F,133,Athletics,3.0,20,17,.541,False,136,Seattle Mariners,5.0,21,14,.600,True,2529,Sutter Health Park,N,1,night,,9,2,3,9615.0,9615.0,9615.0,False,Athletics Home White Jersey,Athletics Home White Pants,Athletics Primary Green Top Yellow Bill Hat,133_jersey_1_2025,Mariners Away Navy Jersey,Mariners Away Grey Pants,"Mariners Alt Navy Top, Teal Bill Hat",136_jersey_2_2025
778034,2025-05-06,2025-05-06T23:15:00Z,2025,R,Final,F,144,Atlanta Braves,2.0,17,18,.486,True,113,Cincinnati Reds,1.0,18,19,.486,False,4705,Truist Park,N,1,night,,9,2,4,32835.0,32835.0,32835.0,False,Braves Home White Jersey,Braves Home White Pants,Braves Primary Red Bill Hat,144_jersey_1_2025,Reds Away Grey Jersey,Reds Away Grey Pants,"Reds Alt Red Top, Black Bill ""C"" Hat",113_jersey_2_2025
778020,2025-05-07,2025-05-07T18:20:00Z,2025,R,Final,F,112,Chicago Cubs,1.0,22,16,.579,False,137,San Francisco Giants,3.0,24,14,.632,True,17,Wrigley Field,N,1,day,,9,3,3,31889.0,31889.0,31889.0,False,Cubs Home Pinstripe Jersey,Cubs Home Pinstripe Pants,Cubs Primary Blue Hat,112_jersey_1_2025,Giants Away Grey Jersey,Giants Away Grey Pants,Giants Primary All Black Hat,137_jersey_2_2025
778022,2025-05-07,2025-05-07T16:05:00Z,2025,R,Final,F,120,Washington Nationals,6.0,17,21,.447,False,114,Cleveland Guardians,8.0,22,15,.595,True,3309,Nationals Park,N,1,day,,9,3,3,19896.0,19896.0,19896.0,False,Nationals Alt Blue Jersey,Nationals Home White Pants,"Nationals Alt Blue Top, Red Bill ""W"" Hat",120_jersey_4_2025,Guardians Away Grey Jersey,Guardians Away Grey Pants,"Guardians Blue Top, Red Bill ""C"" Hat",114_jersey_2_2025
778010,2025-05-07,2025-05-07T19:35:00Z,2025,R,Final,F,133,Athletics,5.0,20,18,.526,False,136,Seattle Mariners,6.0,22,14,.611,True,2529,Sutter Health Park,N,1,day,,9,3,3,9697.0,9697.0,9697.0,False,Athletics Home White Jersey,Athletics Home White Pants,Athletics Primary Green Top Yellow Bill Hat,133_jersey_1_2025,Mariners Away Navy Jersey,Mariners Away Grey Pants,"Mariners Alt Navy Top, Teal Bill Hat",136_jersey_2_2025
778015,2025-05-07,2025-05-07T17:10:00Z,2025,R,Final,F,158,Milwaukee Brewers,1.0,19,19,.500,False,117,Houston Astros,9.0,18,18,.500,True,32,American Family Field,N,1,day,,9,3,3,26922.0,26922.0,26922.0,False,Brewers Home Cream Jersey,Brewers Home Cream Pants,Brewers Primary All Navy Hat,158_jersey_1_2025,Astros Alt Orange Jersey,Astros Road Grey Pants,"Astros Alt Blue top, Orange Bill Hat",117_jersey_3_2025
778018,2025-05-07,2025-05-07T22:45:00Z,2025,R,Final,F,111,Boston Red Sox,6.0,19,19,.500,True,140,Texas Rangers,4.0,18,19,.486,False,3,Fenway Park,N,1,night,,9,2,3,31437.0,31437.0,31437.0,False,"Red Sox Home White Jersey (""Red Sox"")",Red Sox Home White Pants,"Red Sox Primary Blue ""B"" Hat",111_jersey_1_2025,Rangers Alt Blue Jersey,Rangers Away Grey Pants,Rangers Primary All Blue Hat,140_jersey_4_2025
778016,2025-05-07,2025-05-07T17:15:00Z,2025,R,Final,F,138,St. Louis Cardinals,5.0,19,19,.500,True,134,Pittsburgh Pirates,0.0,12,26,.316,False,2889,Busch Stadium,N,1,day,,9,3,3,27453.0,27453.0,27453.0,False,Cardinals Home White Jersey,Cardinals Home White Pants,Cardinals Primary Red Hat,138_jersey_1_2025,"Pirates Alt Black ""Pittsburgh"" Jersey",Pirates Road Grey Pants,Pirates Primary Black Hat,134_jersey_4_2025
778014,2025-05-07,2025-05-07T19:40:00Z,2025,R,Final,F,109,Arizona Diamondbacks,1.0,19,18,.514,False,121,New York Mets,7.0,24,14,.632,True,15,Chase Field,N,1,day,,9,3,3,25729.0,25729.0,25729.0,False,Diamondbacks Alt Black Jersey,Diamondbacks Home Cream Pants,"Diamondbacks Alt All Black ""A"" Hat",109_jersey_3_2025,"Mets Alt Blue Pullover ""New York"" Jersey",Mets Away Grey Pants Blue/Orange Stripes,Mets Primary Blue Hat,121_jersey_4_2025
778009,2025-05-07,2025-05-08T01:38:00Z,2025,R,Final,F,108,Los Angeles Angels,5.0,15,20,.429,True,141,Toronto Blue Jays,4.0,16,20,.444,False,1,Angel Stadium,N,1,night,,9,2,3,26646.0,26646.0,26646.0,False,Angels City Connect Jersey,Angels City Connect Pants,Angels City Connect Hat,108_jersey_5_2025,Blue Jays Alt All Blue Jersey,Blue Jays Away Grey Pants,Blue Jays Primary All Blue Hat,141_jersey_3_2025
778012,2025-05-07,2025-05-07T23:40:00Z,2025,R,Final,F,118,Kansas City Royals,2.0,22,16,.579,True,145,Chicago White Sox,1.0,10,27,.270,False,7,Kauffman Stadium,N,1,night,,9,3,4,12328.0,12328.0,12328.0,False,Royals Home White Jersey,Royals Home White Pants,Royals Primary Blue Hat,118_jersey_1_2025,White Sox Alt Black Jersey,White Sox Away Grey Pants,White Sox Primary Black Hat,145_jersey_3_2025
778021,2025-05-07,2025-05-07T23:05:00Z,2025,R,Final,F,139,Tampa Bay Rays,0.0,16,20,.444,False,143,Philadelphia Phillies,7.0,21,15,.583,True,2523,George M. Steinbrenner Field,N,1,night,,9,2,3,10046.0,10046.0,10046.0,False,"Rays Home White Jersey (""Rays"")",Rays Home White Pants,"Rays Primary Navy Hat (""TB"")",139_jersey_1_2025,Phillies Away Grey Jersey,Phillies Away Grey Pants,Phillies Primary Red Hat,143_jersey_2_2025
778019,2025-05-07,2025-05-07T23:05:00Z,2025,R,Final,F,147,New York Yankees,4.0,21,16,.568,True,135,San Diego Padres,3.0,23,13,.639,False,3313,Yankee Stadium,N,1,night,,9,3,3,42302.0,42302.0,42302.0,False,Yankees Home Pinstripe Jersey,Yankees Home Pinstripe Pants,Yankees Primary Navy Hat,147_jersey_1_2025,Padres Alt Brown Pinstripe Jersey,Padres Alt Brown Pinstripe Pants,Padres Primary All Brown Hat,135_jersey_3_2025
778023,2025-05-07,2025-05-07T23:15:00Z,2025,R,Final,F,144,Atlanta Braves,3.0,17,19,.472,False,113,Cincinnati Reds,4.0,19,19,.500,True,4705,Truist Park,N,1,night,,9,3,4,32761.0,32761.0,32761.0,False,Braves Home White Jersey,Braves Home White Pants,Braves Primary Red Bill Hat,144_jersey_1_2025,Reds Away Grey Jersey,Reds Away Grey Pants,"Reds Alt Red Top, Black Bill ""C"" Hat",113_jersey_2_2025
778011,2025-05-07,2025-05-07T23:40:00Z,2025,R,Final,F,142,Minnesota Twins,5.0,17,20,.459,True,110,Baltimore Orioles,2.0,13,22,.371,False,3312,Target Field,N,1,night,,9,2,3,16417.0,16417.0,16417.0,False,"Twins Alt Cream ""Twin Cities"" Jersey","Twins Alt Cream ""Twin Cities"" Pants","Twins Alt Navy/Cream ""Twin Cities"" Hat (""TC"")",142_jersey_3_2025,Orioles Away Grey Jersey,Orioles Away Grey Pants,"Orioles White Front Orange Bill ""Bird"" Hat",110_jersey_2_2025
778013,2025-05-07,2025-05-08T00:40:00Z,2025,R,Final,F,115,Colorado Rockies,6.0,6,29,.171,False,116,Detroit Tigers,8.0,23,13,.639,True,19,Coors Field,N,1,night,,9,1,3,18855.0,18855.0,18855.0,False,Rockies Home Pinstripe Jersey,Rockies Home Pinstripe Pants,Rockies Primary Black Hat,115_jersey_1_2025,Tigers Away Grey Jersey,Tigers Away Grey Pants,"Tigers Alt Navy ""Orange D"" Hat",116_jersey_2_2025
778017,2025-05-07,2025-05-07T20:40:00Z,2025,R,Final,F,146,Miami Marlins,1.0,14,22,.389,False,119,Los Angeles Dodgers,10.0,25,12,.676,True,4169,loanDepot park,N,1,day,,9,3,3,13635.0,13635.0,13635.0,False,Marlins Home White Jersey,Marlins Home White Pants,Marlins Primary Black Hat,146_jersey_1_2025,"Dodgers Road Grey ""Los Angeles"" Jersey",Dodgers Road Grey Pants,Dodgers Primary Blue Hat,119_jersey_2_2025
778004,2025-05-08,2025-05-08T19:10:00Z,2025,R,Final,F,115,Colorado Rockies,2.0,6,30,.167,False,116,Detroit Tigers,10.0,24,13,.649,True,19,Coors Field,Y,1,day,,9,2,3,23030.0,23030.0,23030.0,True,Rockies Alt Purple Jersey,Rockies White Pants,Rockies Primary Black Hat,115_jersey_3_2025,Tigers Away Grey Jersey,Tigers Away Grey Pants,"Tigers Alt Navy ""Orange D"" Hat",116_jersey_2_2025
778007,2025-05-08,2025-05-08T17:10:00Z,2025,R,Final,F,142,Minnesota Twins,5.0,18,20,.474,True,110,Baltimore Orioles,2.0,13,23,.361,False,3312,Target Field,N,1,day,,9,3,3,17410.0,17410.0,17410.0,False,Twins Home White Jersey,Twins Home White Pants,"Twins Primary Navy ""TC"" Hat",142_jersey_1_2025,Orioles Away Grey Jersey,Orioles Away Grey Pants,"Orioles Black Front Orange Bill ""Bird"" Hat",110_jersey_2_2025
778006,2025-05-08,2025-05-08T17:35:00Z,2025,R,Final,F,111,Boston Red Sox,5.0,20,19,.513,True,140,Texas Rangers,0.0,18,20,.474,False,3,Fenway Park,N,1,day,,9,3,3,27800.0,27800.0,27800.0,False,"Red Sox Home White Jersey (""Red Sox"")",Red Sox Home White Pants,"Red Sox Primary Blue ""B"" Hat",111_jersey_1_2025,Rangers Alt Blue Jersey,Rangers Away Grey Pants,Rangers Primary All Blue Hat,140_jersey_4_2025
778008,2025-05-08,2025-05-08T18:10:00Z,2025,R,Final,F,118,Kansas City Royals,10.0,23,16,.590,True,145,Chicago White Sox,0.0,10,28,.263,False,7,Kauffman Stadium,N,1,day,,9,4,4,25386.0,25386.0,25386.0,False,Royals Alt Baby Blue Jersey,Royals Home White Pants,Royals Primary Blue Hat,118_jersey_3_2025,White Sox Alt Black Jersey,White Sox Away Grey Pants,White Sox Primary Black Hat,145_jersey_3_2025
778005,2025-05-08,2025-05-08T23:05:00Z,2025,R,Final,F,139,Tampa Bay Rays,6.0,16,21,.432,False,143,Philadelphia Phillies,7.0,22,15,.595,True,2523,George M. Steinbrenner Field,N,1,night,,9,3,3,10046.0,10046.0,10046.0,False,"Rays Home White Jersey (""Rays"")",Rays Home White Pants,"Rays Primary Navy Hat (""TB"")",139_jersey_1_2025,Phillies Away Grey Jersey,Phillies Away Grey Pants,Phillies Primary Red Hat,143_jersey_2_2025
778003,2025-05-08,2025-05-08T23:15:00Z,2025,R,Final,F,144,Atlanta Braves,5.0,18,19,.486,True,113,Cincinnati Reds,4.0,19,20,.487,False,4705,Truist Park,N,1,night,,9,4,4,33794.0,33794.0,33794.0,False,Braves Home White Jersey,Braves Home White Pants,Braves Primary Red Bill Hat,144_jersey_1_2025,Reds Away Grey Jersey,Reds Away Grey Pants,"Reds Alt Red Top, Black Bill ""C"" Hat",113_jersey_2_2025
778000,2025-05-08,2025-05-09T01:38:00Z,2025,R,Final,F,108,Los Angeles Angels,5.0,15,21,.417,False,141,Toronto Blue Jays,8.0,17,20,.459,True,1,Angel Stadium,N,1,night,,9,3,3,26245.0,26245.0,26245.0,False,Angels City Connect Jersey,Angels City Connect Pants,Angels City Connect Hat,108_jersey_5_2025,Blue Jays Away Grey Jersey,Blue Jays Away Grey Pants,Blue Jays Primary All Blue Hat,141_jersey_2_2025
777999,2025-05-08,2025-05-09T01:40:00Z,2025,R,Final,F,109,Arizona Diamondbacks,5.0,20,18,.526,True,119,Los Angeles Dodgers,3.0,25,13,.658,False,15,Chase Field,N,1,night,,9,1,4,40319.0,40319.0,40319.0,False,Diamondbacks Home Cream Jersey,Diamondbacks Home Cream Pants,"Diamondbacks Red Top Black Bill ""A"" Hat",109_jersey_1_2025,"Dodgers Road Grey ""Los Angeles"" Jersey",Dodgers Road Grey Pants,Dodgers Primary Blue Hat,119_jersey_2_2025
778029,2025-05-08,2025-05-08T19:15:00Z,2025,R,Final,F,115,Colorado Rockies,1.0,6,31,.162,False,116,Detroit Tigers,11.0,25,13,.658,True,19,Coors Field,Y,2,day,Makeup of 5/6 PPD,9,3,3,23030.0,23030.0,23030.0,True,Rockies Home Pinstripe Jersey,Rockies Home Pinstripe Pants,Rockies Primary Black Hat,115_jersey_1_2025,Tigers Away Grey Jersey,Tigers Away Grey Pants,"Tigers Alt Navy ""Orange D"" Hat",116_jersey_2_2025
777997,2025-05-09,2025-05-09T23:10:00Z,2025,R,Final,F,114,Cleveland Guardians,6.0,23,15,.605,True,143,Philadelphia Phillies,0.0,22,16,.579,False,5,Progressive Field,N,1,night,,9,1,3,25328.0,25328.0,25328.0,False,Guardians City Connect Jersey,Guardians City Connect Pants,Guardians City Connect Hat,114_jersey_5_2025,Phillies Away Grey Jersey,Phillies Away Grey Pants,Phillies Primary Red Hat,143_jersey_2_2025
777991,2025-05-09,2025-05-09T23:40:00Z,2025,R,Final,F,145,Chicago White Sox,6.0,11,28,.282,True,146,Miami Marlins,2.0,14,23,.378,False,4,Rate Field,N,1,night,,9,1,3,18992.0,18992.0,18992.0,False,White Sox City Connect 2.0 Jersey,White Sox City Connect 2.0 Pants,White Sox City Connect 2.0 Hat,145_jersey_5_2025,Marlins Alt Black Jersey,Marlins Road Grey Pants,Marlins Primary Black Hat,146_jersey_3_2025
777996,2025-05-09,2025-05-09T22:40:00Z,2025,R,Final,F,116,Detroit Tigers,2.0,26,13,.667,True,140,Texas Rangers,1.0,18,21,.462,False,2394,Comerica Park,N,1,night,,9,1,3,28407.0,28407.0,28407.0,False,Tigers City Connect Jersey,Tigers City Connect Pants,Tigers City Connect Hat,116_jersey_5_2025,Rangers Away Grey Jersey,Rangers Away Grey Pants,Rangers Primary All Blue Hat,140_jersey_2_2025
777998,2025-05-09,2025-05-09T22:40:00Z,2025,R,Final,F,134,Pittsburgh Pirates,3.0,13,26,.333,True,144,Atlanta Braves,2.0,18,20,.474,False,31,PNC Park,N,1,night,,9,1,3,19357.0,19357.0,19357.0,False,Pirates City Connect Jersey,Pirates City Connect Pants,Pirates City Connect Hat,134_jersey_5_2025,Braves Road Grey Jersey,Braves Road Grey Pants,Braves Alt All Navy Hat,144_jersey_2_2025
778002,2025-05-09,2025-05-09T23:05:00Z,2025,R,Final,F,139,Tampa Bay Rays,4.0,17,21,.447,True,158,Milwaukee Brewers,3.0,19,20,.487,False,2523,George M. Steinbrenner Field,N,1,night,,9,1,3,10046.0,10046.0,10046.0,False,Rays City Connect Jersey,Rays City Connect Pants,Rays City Connect Hat,139_jersey_5_2025,Brewers Road Grey Jersey,Brewers Road Grey Pants,Brewers Alt Yellow Front Hat,158_jersey_2_2025
778001,2025-05-09,2025-05-09T23:10:00Z,2025,R,Final,F,121,New York Mets,7.0,25,14,.641,True,112,Chicago Cubs,2.0,22,17,.564,False,3289,Citi Field,N,1,night,,9,1,3,41243.0,41243.0,41243.0,False,Mets Alt Black Jersey,Mets Alt White Pants,Mets Black Hat,121_jersey_3_2025,Cubs Away Grey Jersey,Cubs Away Grey Pants,Cubs Primary Blue Hat,112_jersey_2_2025
